Speed,Target,Voltage,Integral,Derivative
3565.64484,3600,12000,17387.78858,-2.593046
3560.208114,3600,12000,17387.78858,-1.790069
3557.266897,3600,12000,17387.78858,-1.31694
3552.456862,3600,12000,17387.78858,-0.704243
3563.278333,3600,12000,17387.78858,-1.715966
3544.966583,3600,12000,17387.78858,0.286806
3559.641596,3600,12000,17387.78858,-1.209376
3553.635356,3600,12000,17387.78858,-0.487814
3546.430053,3600,12000,17387.78858,0.281497
3543.665545,3600,12000,17387.78858,0.529798
3548.455713,3600,12000,17387.78858,-0.002198
3545.387356,3600,12000,17387.78858,0.304857
3563.149253,3600,12000,17387.78858,-1.501818
3552.836865,3600,12000,17387.78858,-0.320397
3550.791335,3600,12000,17387.78858,-0.083805
3549.682635,3600,12000,17387.78858,0.035446
3570.16024,3600,12000,17387.78858,-2.015859
3535.276204,3600,12000,17387.78858,1.67413
3543.424773,3600,12000,17387.78858,0.69186
3549.301057,3600,12000,17387.78858,0.035046
3547.365899,3600,12000,17387.78858,0.225057
3549.081014,3600,12000,17387.78858,0.03104
3556.208862,3600,12000,17387.78858,-0.684849
3559.747532,3600,12000,17387.78858,-0.970231
3548.475403,3600,12000,17387.78858,0.254005
3542.044092,3600,12000,17387.78858,0.871736
3538.467478,3600,12000,17387.78858,1.142223
3537.317357,3600,12000,17387.78858,1.143013
3553.349753,3600,12000,17387.78858,-0.574528
3526.86729,3600,12000,17387.78858,2.131171
3540.057197,3600,12000,17387.78858,0.599064
3539.928617,3600,12000,17387.78858,0.552015
3562.499325,3600,12000,17387.78858,-1.760257
3552.494426,3600,12000,17387.78858,-0.583742
3554.280262,3600,12000,17387.78858,-0.703951
3557.478223,3600,12000,17387.78858,-0.953352
3569.646489,3600,12000,17387.78858,-2.074843
3575.159516,3600,12000,17387.78858,-2.418662
3564.725589,3600,12000,17387.78858,-1.133403
3573.28675,3600,12000,17387.78858,-1.876179
3567.123738,3600,12000,17387.78858,-1.07226
3576.375177,3600,12000,17387.78858,-1.890178
3566.3889,3600,12000,17387.78858,-0.702532
3559.580565,3600,12000,17387.78858,0.048555
3560.513481,3600,12000,17387.78858,-0.049592
3560.886459,3600,12000,17387.78858,-0.081931
3561.83349,3600,12000,17387.78858,-0.168441
3567.468466,3600,12000,17387.78858,-0.715095
3565.328196,3600,12000,17387.78858,-0.429558
3564.348967,3600,12000,17387.78858,-0.288679
3549.866622,3600,12000,17387.78858,1.188423
3583.126629,3600,12000,17387.78858,-2.25642
3567.927634,3600,12000,17387.78858,-0.510878
3577.478489,3600,12000,17387.78858,-1.414876
3562.706716,3600,12000,17387.78858,0.203789
3552.880708,3600,12000,17387.78858,1.166011
3558.808602,3600,12000,17387.78858,0.45662
3563.847312,3600,12000,17387.78858,-0.092913
3571.070215,3600,12000,17387.78858,-0.805912
3565.659683,3600,12000,17387.78858,-0.184267
3572.82073,3600,12000,17387.78858,-0.881945
3568.827621,3600,12000,17387.78858,-0.39444
3564.803478,3600,12000,17387.78858,0.047418
3567.892956,3600,12000,17387.78858,-0.266271
3554.139013,3600,12000,17387.78858,1.13575
3561.138161,3600,12000,17387.78858,0.32226
3559.737437,3600,12000,17387.78858,0.430107
3566.106821,3600,12000,17387.78858,-0.249842
3550.730798,3600,12000,17387.78858,1.312744
3558.451178,3600,12000,17387.78858,0.409432
3565.643502,3600,12000,17387.78858,-0.350744
3573.646976,3600,12000,17387.78858,-1.116017
3578.97993,3600,12000,17387.78858,-1.537711
3579.52294,3600,12000,17387.78858,-1.438241
3579.354499,3600,12000,17387.78858,-1.277572
3561.991324,3600,12000,17387.78858,0.586502
3502.502626,3600,12000,17387.78858,6.476722
3455.717232,3600,12000,17387.78858,10.507589
3420.569647,3600,12000,17387.78858,12.971589
3399.9342,3600,12000,17387.78858,13.737975
3357.19407,3600,12000,17387.78858,16.63819
3338.08496,3600,12000,17387.78858,16.885282
3302.102216,3600,12000,17387.78858,18.795028
3292.726883,3600,12000,17387.78858,17.853059
3273.417851,3600,12000,17387.78858,17.998656
3256.375173,3600,12000,17387.78858,17.903058
3245.458897,3600,12000,17387.78858,17.20438
3248.150063,3600,12000,17387.78858,15.214825
3240.987553,3600,12000,17387.78858,14.409594
3243.92942,3600,12000,17387.78858,12.674448
3256.720007,3600,12000,17387.78858,10.127944
3262.552006,3600,12000,17387.78858,8.53195
3269.819205,3600,12000,17387.78858,6.952035
3262.976324,3600,12000,17387.78858,6.94112
3273.539876,3600,12000,17387.78858,5.190653
3270.968894,3600,12000,17387.78858,4.928685
3265.00356,3600,12000,17387.78858,5.03235
3262.453026,3600,12000,17387.78858,4.784169
3260.285072,3600,12000,17387.78858,4.522547
3262.222311,3600,12000,17387.78858,3.876569
3274.158965,3600,12000,17387.78858,2.295246
3276.74512,3600,12000,17387.78858,1.807106
3289.863352,3600,12000,17387.78858,0.314572
3306.893849,3600,12000,17387.78858,-1.419935
3293.439772,3600,12000,17387.78858,0.067467
3301.743806,3600,12000,17387.78858,-0.769683
3304.392235,3600,12000,17387.78858,-0.957558
3299.9234,3600,12000,17387.78858,-0.414919
3308.30489,3600,12000,17387.78858,-1.211576
3317.949156,3600,12000,17387.78858,-2.054845
3327.826783,3600,12000,17387.78858,-2.837123
3331.182766,3600,12000,17387.78858,-2.889009
3329.835351,3600,12000,17387.78858,-2.465367
3338.560048,3600,12000,17387.78858,-3.0913
3328.336041,3600,12000,17387.78858,-1.759769
3332.035635,3600,12000,17387.78858,-1.953751
3329.09029,3600,12000,17387.78858,-1.463842
3338.346746,3600,12000,17387.78858,-2.243103
3338.234734,3600,12000,17387.78858,-2.007592
3343.179524,3600,12000,17387.78858,-2.301312
3341.082595,3600,12000,17387.78858,-1.861488
3342.450206,3600,12000,17387.78858,-1.8121
3341.092675,3600,12000,17387.78858,-1.495137
3334.898774,3600,12000,17387.78858,-0.726233
3342.653958,3600,12000,17387.78858,-1.429128
3358.065864,3600,12000,17387.78858,-2.827406
3343.445985,3600,12000,17387.78858,-1.082677
3357.479087,3600,12000,17387.78858,-2.37772
3354.707224,3600,12000,17387.78858,-1.862762
3348.78114,3600,12000,17387.78858,-1.083877
3369.153969,3600,12000,17387.78858,-3.012772
3370.090874,3600,12000,17387.78858,-2.805185
3373.827243,3600,12000,17387.78858,-2.898304
3379.523156,3600,12000,17387.78858,-3.178065
3388.144683,3600,12000,17387.78858,-3.722411
3396.10298,3600,12000,17387.78858,-4.146
3398.877533,3600,12000,17387.78858,-4.008855
3392.415903,3600,12000,17387.78858,-2.961806
3396.163518,3600,12000,17387.78858,-3.040387
3411.73899,3600,12000,17387.78858,-4.293896
3409.018142,3600,12000,17387.78858,-3.592421
3415.10542,3600,12000,17387.78858,-3.841907
3426.369607,3600,12000,17387.78858,-4.584135
3410.324166,3600,12000,17387.78858,-2.521177
3414.325541,3600,12000,17387.78858,-2.669197
3426.96671,3600,12000,17387.78858,-3.666394
3423.431704,3600,12000,17387.78858,-2.946254
3433.236948,3600,12000,17387.78858,-3.632153
3435.901406,3600,12000,17387.78858,-3.535384
3430.186195,3600,12000,17387.78858,-2.610324
3428.478266,3600,12000,17387.78858,-2.178499
3435.426526,3600,12000,17387.78858,-2.655475
3447.212547,3600,12000,17387.78858,-3.56853
3446.520665,3600,12000,17387.78858,-3.142488
3450.972565,3600,12000,17387.78858,-3.27343
3440.05668,3600,12000,17387.78858,-1.854498
3449.678178,3600,12000,17387.78858,-2.631198
3453.656452,3600,12000,17387.78858,-2.765906
3447.167984,3600,12000,17387.78858,-1.840468
3446.692786,3600,12000,17387.78858,-1.608902
3447.338868,3600,12000,17387.78858,-1.51262
3440.748038,3600,12000,17387.78858,-0.702275
3457.615832,3600,12000,17387.78858,-2.318827
3441.923458,3600,12000,17387.78858,-0.517707
3441.604939,3600,12000,17387.78858,-0.434084
3431.254198,3600,12000,17387.78858,0.644398
3436.946068,3600,12000,17387.78858,0.010772
3440.314158,3600,12000,17387.78858,-0.327115
3449.057034,3600,12000,17387.78858,-1.168691
3454.808479,3600,12000,17387.78858,-1.626966
3450.877207,3600,12000,17387.78858,-1.071142
3457.195626,3600,12000,17387.78858,-1.59587
3458.156282,3600,12000,17387.78858,-1.532349
3453.93284,3600,12000,17387.78858,-0.95677
3473.022914,3600,12000,17387.78858,-2.7701
3465.309477,3600,12000,17387.78858,-1.721746
3473.453055,3600,12000,17387.78858,-2.363929
3467.355097,3600,12000,17387.78858,-1.517741
3477.081832,3600,12000,17387.78858,-2.33864
3476.109558,3600,12000,17387.78858,-2.007549
3479.903124,3600,12000,17387.78858,-2.18615
3466.957655,3600,12000,17387.78858,-0.672989
3462.044007,3600,12000,17387.78858,-0.114325
3461.017406,3600,12000,17387.78858,-0.000232
3460.774795,3600,12000,17387.78858,0.024052
3459.728576,3600,12000,17387.78858,0.126269
3477.109289,3600,12000,17387.78858,-1.624429
3459.542896,3600,12000,17387.78858,0.294653
3463.091462,3600,12000,17387.78858,-0.089669
3452.877742,3600,12000,17387.78858,0.94067
3458.686081,3600,12000,17387.78858,0.265769
3457.323169,3600,12000,17387.78858,0.375483
3459.944694,3600,12000,17387.78858,0.075782
3459.86299,3600,12000,17387.78858,0.076375
3451.603541,3600,12000,17387.78858,0.894682
3452.14301,3600,12000,17387.78858,0.751267
3453.651558,3600,12000,17387.78858,0.525285
3450.313825,3600,12000,17387.78858,0.80653
3466.376751,3600,12000,17387.78858,-0.880415
3466.380238,3600,12000,17387.78858,-0.792723
3470.163203,3600,12000,17387.78858,-1.091747
3470.228722,3600,12000,17387.78858,-0.989124
3473.644414,3600,12000,17387.78858,-1.231781
3479.067752,3600,12000,17387.78858,-1.650937
3489.557589,3600,12000,17387.78858,-2.534827
3496.583951,3600,12000,17387.78858,-2.98398
3497.936358,3600,12000,17387.78858,-2.820823
3484.805904,3600,12000,17387.78858,-1.225695
3483.935019,3600,12000,17387.78858,-1.016037
3484.664766,3600,12000,17387.78858,-0.987408
3507.755051,3600,12000,17387.78858,-3.197696
3508.481793,3600,12000,17387.78858,-2.9506
3509.099524,3600,12000,17387.78858,-2.717314
3505.844596,3600,12000,17387.78858,-2.120089
3516.307906,3600,12000,17387.78858,-2.954411
3500.00172,3600,12000,17387.78858,-1.028352
3507.141462,3600,12000,17387.78858,-1.639491
3510.270243,3600,12000,17387.78858,-1.78842
3502.429707,3600,12000,17387.78858,-0.825524
3498.075251,3600,12000,17387.78858,-0.307526
3497.943963,3600,12000,17387.78858,-0.263645
3489.642369,3600,12000,17387.78858,0.592879
3492.876013,3600,12000,17387.78858,0.210227
3484.074611,3600,12000,17387.78858,1.069344
3494.44342,3600,12000,17387.78858,-0.074471
3488.136907,3600,12000,17387.78858,0.563627
3499.156371,3600,12000,17387.78858,-0.594682
3494.452915,3600,12000,17387.78858,-0.064868
3495.704978,3600,12000,17387.78858,-0.183587
3496.349231,3600,12000,17387.78858,-0.229654
3487.866846,3600,12000,17387.78858,0.64155
3484.856819,3600,12000,17387.78858,0.878398
3490.068297,3600,12000,17387.78858,0.26941
3479.588052,3600,12000,17387.78858,1.290494
3485.799844,3600,12000,17387.78858,0.540265
3480.789868,3600,12000,17387.78858,0.987236
3493.121387,3600,12000,17387.78858,-0.344639
3491.003179,3600,12000,17387.78858,-0.098355
3497.602702,3600,12000,17387.78858,-0.748472
3494.812297,3600,12000,17387.78858,-0.394584
3502.310453,3600,12000,17387.78858,-1.104941
3488.523885,3600,12000,17387.78858,0.38421
3478.065302,3600,12000,17387.78858,1.391647
3478.835507,3600,12000,17387.78858,1.175462
3482.850181,3600,12000,17387.78858,0.656448
3475.342654,3600,12000,17387.78858,1.341556
3485.971256,3600,12000,17387.78858,0.14454
3493.325567,3600,12000,17387.78858,-0.605345
3503.566732,3600,12000,17387.78858,-1.568927
3499.041722,3600,12000,17387.78858,-0.959533
3503.595464,3600,12000,17387.78858,-1.318954
3492.976144,3600,12000,17387.78858,-0.125127
3495.919723,3600,12000,17387.78858,-0.406972
3496.531764,3600,12000,17387.78858,-0.427479
3489.072,3600,12000,17387.78858,0.361246
3492.8112,3600,12000,17387.78858,-0.048799
3492.62952,3600,12000,17387.78858,-0.025751
3488.905092,3600,12000,17387.78858,0.349267
3479.439328,3600,12000,17387.78858,1.260916
3481.683429,3600,12000,17387.78858,0.910415
3495.770914,3600,12000,17387.78858,-0.589375
3495.985277,3600,12000,17387.78858,-0.551874
3503.727486,3600,12000,17387.78858,-1.270907
3497.078363,3600,12000,17387.78858,-0.478904
3495.416608,3600,12000,17387.78858,-0.264839
3494.844117,3600,12000,17387.78858,-0.181106
3496.2475,3600,12000,17387.78858,-0.303333
3500.800375,3600,12000,17387.78858,-0.728287
3501.730318,3600,12000,17387.78858,-0.748453
3489.290771,3600,12000,17387.78858,0.570347
3493.837155,3600,12000,17387.78858,0.058674
3492.241582,3600,12000,17387.78858,0.212364
3503.275345,3600,12000,17387.78858,-0.912249
3499.634043,3600,12000,17387.78858,-0.456894
3505.988936,3600,12000,17387.78858,-1.046694
3503.200596,3600,12000,17387.78858,-0.66319
3502.090507,3600,12000,17387.78858,-0.485862
3499.466931,3600,12000,17387.78858,-0.174919
3502.696891,3600,12000,17387.78858,-0.480423
3504.182357,3600,12000,17387.78858,-0.580927
3507.335004,3600,12000,17387.78858,-0.838099
3499.094753,3600,12000,17387.78858,0.069736
3493.77054,3600,12000,17387.78858,0.595184
3517.384959,3600,12000,17387.78858,-1.825777
3522.337215,3600,12000,17387.78858,-2.138425
3513.526633,3600,12000,17387.78858,-1.043524
3516.537638,3600,12000,17387.78858,-1.240272
3507.756992,3600,12000,17387.78858,-0.23818
3509.953443,3600,12000,17387.78858,-0.434007
3510.770427,3600,12000,17387.78858,-0.472305
3508.944863,3600,12000,17387.78858,-0.242518
3512.223133,3600,12000,17387.78858,-0.546093
3509.339663,3600,12000,17387.78858,-0.203137
3508.988714,3600,12000,17387.78858,-0.147728
3508.690407,3600,12000,17387.78858,-0.103125
3522.296846,3600,12000,17387.78858,-1.453456
3531.342319,3600,12000,17387.78858,-2.212658
3519.710971,3600,12000,17387.78858,-0.828257
3521.164325,3600,12000,17387.78858,-0.890767
3514.839677,3600,12000,17387.78858,-0.169225
3513.663725,3600,12000,17387.78858,-0.034708
3518.964166,3600,12000,17387.78858,-0.561281
3509.819541,3600,12000,17387.78858,0.40931
3515.69661,3600,12000,17387.78858,-0.219328
3511.242119,3600,12000,17387.78858,0.248054
3515.015801,3600,12000,17387.78858,-0.15412
3516.753431,3600,12000,17387.78858,-0.312471
3524.950416,3600,12000,17387.78858,-1.100922
3527.717854,3600,12000,17387.78858,-1.267574
3522.930176,3600,12000,17387.78858,-0.662049
3525.790649,3600,12000,17387.78858,-0.881891
3520.242052,3600,12000,17387.78858,-0.238842
3515.315744,3600,12000,17387.78858,0.277673
3521.628383,3600,12000,17387.78858,-0.381358
3520.694125,3600,12000,17387.78858,-0.249797
3521.580006,3600,12000,17387.78858,-0.313405
3512.883005,3600,12000,17387.78858,0.587635
3519.980555,3600,12000,17387.78858,-0.180883
3519.083471,3600,12000,17387.78858,-0.073086
3526.720951,3600,12000,17387.78858,-0.829526
3509.692808,3600,12000,17387.78858,0.956241
3502.148887,3600,12000,17387.78858,1.615009
3498.886554,3600,12000,17387.78858,1.779741
3494.853571,3600,12000,17387.78858,2.005066
3486.175535,3600,12000,17387.78858,2.672363
3496.649205,3600,12000,17387.78858,1.357759
3492.321824,3600,12000,17387.78858,1.654722
3489.903551,3600,12000,17387.78858,1.731077
3478.818018,3600,12000,17387.78858,2.666522
3489.555315,3600,12000,17387.78858,1.32614
3477.472018,3600,12000,17387.78858,2.401856
3491.771215,3600,12000,17387.78858,0.731751
3475.155533,3600,12000,17387.78858,2.320144
3467.962203,3600,12000,17387.78858,2.807462
3470.877873,3600,12000,17387.78858,2.235149
3473.776192,3600,12000,17387.78858,1.721802
3466.999763,3600,12000,17387.78858,2.227265
3477.199798,3600,12000,17387.78858,0.984535
3481.039829,3600,12000,17387.78858,0.502078
3473.803854,3600,12000,17387.78858,1.175468
3467.653276,3600,12000,17387.78858,1.672979
3486.365285,3600,12000,17387.78858,-0.36552
3478.120492,3600,12000,17387.78858,0.495512
3492.952418,3600,12000,17387.78858,-1.037232
3486.869556,3600,12000,17387.78858,-0.325223
3476.869122,3600,12000,17387.78858,0.707343
